exception,location,date,temperature,pressure,humidity,pm1,pm2,pm10,gas,tvoc,eco2
,NO LOCATION,2024-09-10 16:25:00,24.01캜,988.01hPa,41.37%,4.96,9.72,8.43,341.0kOhms,14.22,1926.0
,NO LOCATION,2024-09-10 16:25:01,24.33캜,987.96hPa,40.8%,4.95,9.69,7.94,339.39kOhms,10.41,1880.92
,NO LOCATION,2024-09-10 16:25:02,24.74캜,988.27hPa,41.53%,5.36,9.31,7.78,340.29kOhms,11.9,1900.97
,NO LOCATION,2024-09-10 16:25:03,24.95캜,988.61hPa,42.15%,5.28,8.81,7.38,341.23kOhms,6.97,1928.22
,NO LOCATION,2024-09-10 16:25:04,24.79캜,988.51hPa,42.5%,5.44,9.22,6.94,339.62kOhms,8.43,1887.51
,NO LOCATION,2024-09-10 16:25:05,25.09캜,988.41hPa,42.7%,5.28,9.6,7.15,339.21kOhms,5.09,1920.81
,NO LOCATION,2024-09-10 16:25:06,24.6캜,988.48hPa,43.19%,5.19,9.85,6.71,339.05kOhms,0.97,1923.35
,NO LOCATION,2024-09-10 16:25:07,24.62캜,988.26hPa,43.21%,4.79,10,6.54,339.6kOhms,4.44,1902.3
,NO LOCATION,2024-09-10 16:25:08,24.3캜,987.81hPa,42.27%,4.69,10,6.8,339.83kOhms,6.81,1915.11
,NO LOCATION,2024-09-10 16:25:09,24.48캜,988.3hPa,42.99%,4.68,9.55,7.28,339.37kOhms,3.48,1881.83
,NO LOCATION,2024-09-10 16:25:10,24.82캜,988.34hPa,43.05%,4.52,10,6.83,340.14kOhms,3.23,1910.7
,NO LOCATION,2024-09-10 16:25:11,24.49캜,988.03hPa,42.55%,4.55,10,7.06,340.81kOhms,7.43,1877.87
,NO LOCATION,2024-09-10 16:25:12,24.04캜,987.89hPa,43.18%,4.8,10,7.02,339.14kOhms,4.45,1925.4
,NO LOCATION,2024-09-10 16:25:13,23.55캜,987.69hPa,42.52%,4.54,10,7.45,338.48kOhms,7.98,1906.81
,NO LOCATION,2024-09-10 16:25:14,23.63캜,987.7hPa,42.92%,4.08,9.68,7.25,338.31kOhms,9.34,1888.35
,NO LOCATION,2024-09-10 16:25:15,23.88캜,987.32hPa,41.99%,3.6,9.53,7.5,338.08kOhms,11.23,1935.49
,NO LOCATION,2024-09-10 16:25:16,24.06캜,987.42hPa,41.85%,3.44,9.28,7.09,336.21kOhms,7.6,1970.63
,NO LOCATION,2024-09-10 16:25:17,24.19캜,987.24hPa,41.99%,3.58,9.36,7.26,334.38kOhms,11.63,1921.25
,NO LOCATION,2024-09-10 16:25:18,24.32캜,987.2hPa,42.26%,3.1,9.06,7.6,335.54kOhms,9.18,1872.5
,NO LOCATION,2024-09-10 16:25:19,24.32캜,987.01hPa,42.05%,2.88,8.86,7.64,337.13kOhms,10.17,1833.09
,NO LOCATION,2024-09-10 16:25:20,23.92캜,986.84hPa,41.58%,3.05,8.6,7.58,336.05kOhms,10.69,1833.19
,NO LOCATION,2024-09-10 16:25:21,24.1캜,986.93hPa,42.48%,3.2,9.02,8.01,337.3kOhms,7.55,1861.97
,NO LOCATION,2024-09-10 16:25:22,23.76캜,987.03hPa,42.32%,3.57,8.72,7.68,339.12kOhms,12.55,1900.22
,NO LOCATION,2024-09-10 16:25:23,24.06캜,986.96hPa,42.01%,3.11,8.5,7.25,339.5kOhms,12.95,1938.73
,NO LOCATION,2024-09-10 16:25:24,23.57캜,986.72hPa,41.73%,3.44,8.29,7.11,337.53kOhms,17.55,1902.62
,NO LOCATION,2024-09-10 16:25:25,23.49캜,986.65hPa,41.3%,3.86,8.2,6.76,336.03kOhms,13.06,1901.69
,NO LOCATION,2024-09-10 16:25:26,23.77캜,987.1hPa,41.23%,3.97,8.23,6.29,334.14kOhms,14.21,1885.48
,NO LOCATION,2024-09-10 16:25:27,23.29캜,986.66hPa,40.68%,3.56,7.78,6.46,333.2kOhms,13.85,1933.42
,NO LOCATION,2024-09-10 16:25:28,23.66캜,986.49hPa,40.15%,3.55,7.81,6.3,331.78kOhms,15.1,1960.88
,NO LOCATION,2024-09-10 16:25:29,23.62캜,986.02hPa,39.98%,3.84,7.41,5.89,330.31kOhms,14.59,1978.93
,NO LOCATION,2024-09-10 16:25:30,23.4캜,985.8hPa,39.64%,3.93,7.3,5.45,330.01kOhms,14.36,1951.4
,NO LOCATION,2024-09-10 16:25:31,23.85캜,985.59hPa,39.83%,3.48,7.48,5.92,328.24kOhms,19.04,1932.48
,NO LOCATION,2024-09-10 16:25:33,23.76캜,985.66hPa,39.13%,3.7,7.06,5.6,328.89kOhms,16.59,1941.69
,NO LOCATION,2024-09-10 16:25:34,24.0캜,986.05hPa,38.82%,3.32,7.16,5.45,326.94kOhms,19.28,1917.81
,NO LOCATION,2024-09-10 16:25:35,24.18캜,985.66hPa,39.71%,2.96,7.58,5.43,326.96kOhms,20.99,1954.51
,NO LOCATION,2024-09-10 16:25:36,24.23캜,985.72hPa,39.71%,2.72,7.61,5.17,327.33kOhms,16.65,1907.35
,NO LOCATION,2024-09-10 16:25:37,24.42캜,985.55hPa,39.69%,2.22,7.26,5.25,329.32kOhms,16.84,1926.48
,NO LOCATION,2024-09-10 16:25:38,24.52캜,985.12hPa,40.53%,2.38,7.4,5.42,329.81kOhms,17.64,1970.34
,NO LOCATION,2024-09-10 16:25:39,24.87캜,985.31hPa,40.95%,1.93,7.81,5.33,329.43kOhms,22.1,2000
,NO LOCATION,2024-09-10 16:25:40,24.45캜,985.29hPa,41.34%,1.84,7.37,5.71,328.85kOhms,26.37,1951.12
,NO LOCATION,2024-09-10 16:25:41,24.13캜,985.12hPa,41.45%,1.62,7.18,6.18,327.57kOhms,24.29,1986.97
,NO LOCATION,2024-09-10 16:25:42,24.08캜,984.77hPa,41.2%,1.76,7.26,5.73,328.56kOhms,22.63,2000
,NO LOCATION,2024-09-10 16:25:43,24.05캜,984.54hPa,41.74%,1.46,7.36,5.27,327.17kOhms,24.01,2000
,NO LOCATION,2024-09-10 16:25:44,24.03캜,984.32hPa,42.35%,1.15,7.86,5.1,326.59kOhms,28.55,2000
,NO LOCATION,2024-09-10 16:25:45,23.89캜,983.93hPa,42.61%,0.87,7.82,5.26,326.88kOhms,28.43,2000
,NO LOCATION,2024-09-10 16:25:46,24.39캜,983.59hPa,42.63%,0.71,7.55,5.73,328.13kOhms,24.7,1993.08
,NO LOCATION,2024-09-10 16:25:47,24.39캜,983.99hPa,42.79%,0.84,7.52,5.66,328.52kOhms,22.38,1995.73
,NO LOCATION,2024-09-10 16:25:48,24.26캜,984.27hPa,43.07%,0.43,7.09,5.26,328.44kOhms,19.47,1947.23
,NO LOCATION,2024-09-10 16:25:49,24.49캜,983.8hPa,43.85%,0,7.33,5.52,329.36kOhms,23.3,1975.17
,NO LOCATION,2024-09-10 16:25:50,24.51캜,983.76hPa,44.81%,0,7.35,5.37,328.44kOhms,26.5,2000
,NO LOCATION,2024-09-10 16:25:51,24.63캜,983.37hPa,45.01%,0,7.71,5.83,327.17kOhms,23.95,1956.88
,NO LOCATION,2024-09-10 16:25:52,24.52캜,983.19hPa,44.21%,0.07,8.16,6.2,325.33kOhms,22.37,1942.54
,NO LOCATION,2024-09-10 16:25:53,24.16캜,983.09hPa,44.64%,0.37,8.58,6.45,324.67kOhms,25.5,1965.33
,NO LOCATION,2024-09-10 16:25:54,24.52캜,983.31hPa,44.72%,0.1,8.74,6.02,323.99kOhms,29.06,1969.26
,NO LOCATION,2024-09-10 16:25:55,24.54캜,983.68hPa,44.46%,0,8.5,5.86,323.42kOhms,25.95,1929.98
,NO LOCATION,2024-09-10 16:25:56,24.27캜,983.43hPa,44.15%,0.2,8.69,6.1,323.74kOhms,29.87,1891.03
,NO LOCATION,2024-09-10 16:25:57,23.89캜,983.47hPa,43.48%,0.03,9.01,6.58,324.75kOhms,31.75,1874.61
,NO LOCATION,2024-09-10 16:25:58,23.81캜,983.23hPa,43.55%,0,9.51,6.43,325.88kOhms,33.7,1832.42
,NO LOCATION,2024-09-10 16:25:59,23.94캜,983.36hPa,42.62%,0,9.64,6.08,326.44kOhms,29.22,1872.26
,NO LOCATION,2024-09-10 16:26:00,23.46캜,983.78hPa,41.98%,0,9.16,6.37,326.09kOhms,28.06,1883.04
,NO LOCATION,2024-09-10 16:26:01,23.31캜,983.66hPa,42.08%,0.04,8.9,6.31,326.11kOhms,28.39,1922.65
,NO LOCATION,2024-09-10 16:26:02,23.59캜,983.33hPa,41.2%,0,8.83,6.32,326.79kOhms,27.88,1880.55
,NO LOCATION,2024-09-10 16:26:03,23.49캜,983.65hPa,42.17%,0.49,8.46,6.51,327.58kOhms,25.91,1911.03
,NO LOCATION,2024-09-10 16:26:04,23.17캜,983.18hPa,42.86%,0.52,8.56,6.27,327.45kOhms,22.97,1907.75
,NO LOCATION,2024-09-10 16:26:05,23.46캜,983.4hPa,43.13%,0.17,8.86,6.06,327.26kOhms,24.43,1865.81
,NO LOCATION,2024-09-10 16:26:06,23.56캜,983.57hPa,43.35%,0.6,9.21,5.93,328.29kOhms,27.4,1842.64
,NO LOCATION,2024-09-10 16:26:07,23.16캜,983.57hPa,43.75%,0.63,9.42,6.35,328.27kOhms,29.54,1822.4
,NO LOCATION,2024-09-10 16:26:08,23.49캜,983.87hPa,44.41%,1.02,9.11,5.9,327.14kOhms,31.25,1827.03
,NO LOCATION,2024-09-10 16:26:09,23.44캜,983.85hPa,44.56%,1.43,8.71,5.82,326.03kOhms,26.57,1778.56
,NO LOCATION,2024-09-10 16:26:10,23.32캜,983.39hPa,44.81%,0.94,8.4,5.9,324.38kOhms,23.37,1819.8
,NO LOCATION,2024-09-10 16:26:11,23.51캜,983.52hPa,44.93%,0.82,8.82,5.6,324.57kOhms,18.6,1784.46
,NO LOCATION,2024-09-10 16:26:12,23.55캜,983.45hPa,45.73%,1.2,8.72,5.9,323.31kOhms,14.08,1805.41
,NO LOCATION,2024-09-10 16:26:13,23.83캜,983.91hPa,45.45%,1.1,8.83,5.81,322.91kOhms,13.98,1810.55
,NO LOCATION,2024-09-10 16:26:14,23.54캜,984.08hPa,45.79%,0.79,9.31,6.09,321.24kOhms,9.28,1803.38
,NO LOCATION,2024-09-10 16:26:15,23.13캜,984.11hPa,46.51%,0.77,8.85,6.08,319.44kOhms,5.92,1840.11
,NO LOCATION,2024-09-10 16:26:16,22.82캜,983.69hPa,47.06%,0.93,9.27,6.36,320.31kOhms,4.95,1804.55
,NO LOCATION,2024-09-10 16:26:17,23.19캜,983.86hPa,46.24%,0.75,9.1,5.89,319.53kOhms,5.72,1832.91
,NO LOCATION,2024-09-10 16:26:18,23.58캜,984.16hPa,45.69%,1.17,9.48,6.24,318.25kOhms,4.33,1861.91
,NO LOCATION,2024-09-10 16:26:19,23.27캜,984.28hPa,46.38%,1.47,9.24,5.88,319.45kOhms,2.99,1846.44
,NO LOCATION,2024-09-10 16:26:20,23.04캜,984.43hPa,45.95%,1.93,8.9,6.26,318.29kOhms,0,1858.16
,NO LOCATION,2024-09-10 16:26:21,22.93캜,984.16hPa,46.64%,2.27,8.44,5.98,318.63kOhms,0,1812.64
,NO LOCATION,2024-09-10 16:26:22,22.45캜,984.2hPa,46.07%,2.17,8.11,5.58,318.53kOhms,0,1841.84
,NO LOCATION,2024-09-10 16:26:23,22.84캜,983.86hPa,46.84%,2.54,8.16,5.91,320.42kOhms,0,1813.82
,NO LOCATION,2024-09-10 16:26:24,22.71캜,983.77hPa,46.32%,2.25,7.72,5.53,321.94kOhms,0,1816.21
,NO LOCATION,2024-09-10 16:26:25,22.56캜,984.24hPa,45.92%,1.98,7.76,5.65,321.74kOhms,4.56,1804.95
,NO LOCATION,2024-09-10 16:26:26,22.51캜,984.11hPa,46.36%,1.92,8.16,5.38,320.24kOhms,5.55,1761.79
,NO LOCATION,2024-09-10 16:26:27,22.62캜,984.41hPa,46.21%,1.46,7.72,5.75,319.2kOhms,10.52,1807.66
,NO LOCATION,2024-09-10 16:26:28,22.34캜,984.42hPa,45.81%,1.74,7.51,6.2,318.19kOhms,7.49,1856.59
,NO LOCATION,2024-09-10 16:26:29,22.6캜,984.29hPa,45.65%,2.02,7.11,6.54,316.86kOhms,5.05,1874.01
,NO LOCATION,2024-09-10 16:26:30,22.7캜,984.29hPa,45.99%,1.94,7.37,6.83,315.2kOhms,9.84,1873.81
,NO LOCATION,2024-09-10 16:26:31,22.6캜,984.3hPa,46.7%,2.1,7.12,6.5,316.4kOhms,10.4,1903.49
,NO LOCATION,2024-09-10 16:26:32,22.23캜,984.78hPa,46.53%,1.71,7.09,6.76,316.38kOhms,7.24,1869.63
,NO LOCATION,2024-09-10 16:26:33,22.09캜,985.2hPa,46.4%,1.97,6.91,6.88,315.42kOhms,7.07,1832.0
,NO LOCATION,2024-09-10 16:26:34,21.81캜,985.66hPa,47.1%,2.25,7.14,7.01,315.48kOhms,7.81,1838.16
,NO LOCATION,2024-09-10 16:26:35,21.99캜,985.44hPa,47.69%,2.17,7.18,7.07,314.9kOhms,5.0,1841.87
,NO LOCATION,2024-09-10 16:26:36,21.98캜,985.45hPa,48.21%,1.75,7.16,7.5,314.55kOhms,2.33,1859.33
,NO LOCATION,2024-09-10 16:26:37,22.24캜,985.22hPa,48.19%,1.86,7.06,7.04,314.04kOhms,0,1823.62
,NO LOCATION,2024-09-10 16:26:38,22.6캜,985.37hPa,48.41%,1.47,6.81,6.94,312.56kOhms,0,1835.8
,NO LOCATION,2024-09-10 16:26:39,22.37캜,985.05hPa,49.11%,1.13,6.7,7.39,313.02kOhms,0,1853.85
,NO LOCATION,2024-09-10 16:26:40,22.66캜,984.74hPa,48.57%,0.95,6.86,7.45,314.25kOhms,2.08,1815.27
,NO LOCATION,2024-09-10 16:26:41,22.27캜,985.18hPa,49.5%,0.5,7.05,7.69,316.16kOhms,0,1830.45
,NO LOCATION,2024-09-10 16:26:42,22.28캜,985.64hPa,49.1%,0.29,7.02,7.57,317.83kOhms,2.41,1788.24
,NO LOCATION,2024-09-10 16:26:43,22.52캜,985.82hPa,49.74%,0.48,6.77,7.97,316.03kOhms,4.6,1797.57
,NO LOCATION,2024-09-10 16:26:44,22.48캜,985.58hPa,50.72%,0.04,7.22,8.0,316.47kOhms,2.33,1754.6
,NO LOCATION,2024-09-10 16:26:45,22.28캜,985.81hPa,50.5%,0.18,7.1,7.55,318.0kOhms,0,1781.49
,NO LOCATION,2024-09-10 16:26:46,22.55캜,985.79hPa,51.27%,0,7.37,8.0,317.11kOhms,1.37,1731.69
,NO LOCATION,2024-09-10 16:26:47,22.34캜,986.19hPa,50.93%,0.29,6.93,8.5,316.24kOhms,0,1686.31
,NO LOCATION,2024-09-10 16:26:48,22.7캜,986.57hPa,50.51%,0,7.01,8.36,314.55kOhms,0.52,1713.87
,NO LOCATION,2024-09-10 16:26:49,22.25캜,986.95hPa,50.16%,0.43,7.44,8.71,316.22kOhms,0.93,1751.16
,NO LOCATION,2024-09-10 16:26:50,22.56캜,987.01hPa,49.81%,0.03,7.55,8.4,316.06kOhms,3.75,1755.32
,NO LOCATION,2024-09-10 16:26:51,22.38캜,986.85hPa,49.7%,0,7.34,8.12,315.75kOhms,8.3,1781.45
,NO LOCATION,2024-09-10 16:26:52,22.76캜,987.33hPa,49.75%,0.21,7.83,8.4,314.11kOhms,3.75,1756.85
,NO LOCATION,2024-09-10 16:26:53,23.24캜,987.83hPa,50.19%,0.65,7.93,8.52,315.51kOhms,0.24,1796.38
,NO LOCATION,2024-09-10 16:26:54,23.54캜,988.06hPa,50.14%,0.92,7.52,8.61,314.78kOhms,4.2,1834.09
,NO LOCATION,2024-09-10 16:26:55,23.9캜,987.6hPa,50.98%,0.45,7.42,8.82,315.83kOhms,4.19,1804.86
,NO LOCATION,2024-09-10 16:26:56,23.83캜,987.85hPa,50.98%,0.8,7.7,9.11,315.19kOhms,5.94,1838.02
,NO LOCATION,2024-09-10 16:26:57,23.81캜,987.75hPa,50.1%,0.88,8.16,9.45,313.6kOhms,4.22,1819.18
,NO LOCATION,2024-09-10 16:26:58,23.68캜,987.78hPa,49.62%,1.3,8.09,9.51,312.69kOhms,0.99,1827.99
,NO LOCATION,2024-09-10 16:26:59,23.88캜,987.54hPa,48.63%,1.01,8.42,9.11,313.59kOhms,0,1800.58
,NO LOCATION,2024-09-10 16:27:00,24.34캜,988.0hPa,47.75%,1.0,8.02,9.32,314.46kOhms,2.41,1849.2
,NO LOCATION,2024-09-10 16:27:01,24.69캜,987.77hPa,46.95%,1.44,8.24,9.12,315.23kOhms,5.92,1837.34
,NO LOCATION,2024-09-10 16:27:02,24.92캜,988.13hPa,46.8%,1.8,8.44,8.93,313.9kOhms,3.72,1835.67
,NO LOCATION,2024-09-10 16:27:03,24.93캜,987.99hPa,46.81%,1.9,8.42,9.07,314.7kOhms,2.1,1838.91
,NO LOCATION,2024-09-10 16:27:04,25.16캜,988.1hPa,46.85%,1.81,8.78,8.7,314.94kOhms,0,1879.11
,NO LOCATION,2024-09-10 16:27:05,24.75캜,987.94hPa,46.92%,2.29,8.98,8.68,315.19kOhms,0,1858.37
,NO LOCATION,2024-09-10 16:27:06,25.16캜,988.17hPa,46.36%,2.54,9.22,8.74,314.89kOhms,0.08,1896.08
,NO LOCATION,2024-09-10 16:27:07,24.82캜,988.17hPa,46.76%,2.62,9.02,8.47,315.95kOhms,3.43,1847.87
,NO LOCATION,2024-09-10 16:27:08,25.03캜,987.9hPa,46.06%,2.39,9.08,8.53,314.13kOhms,0,1821.92
,NO LOCATION,2024-09-10 16:27:09,25.23캜,988.21hPa,46.78%,1.92,8.61,8.2,312.97kOhms,0,1776.57
,NO LOCATION,2024-09-10 16:27:10,25.0캜,987.74hPa,47.39%,1.44,8.85,8.24,312.48kOhms,4.97,1752.38
,NO LOCATION,2024-09-10 16:27:11,24.99캜,988.05hPa,47.74%,1.71,9.34,7.86,311.56kOhms,8.53,1776.4
,NO LOCATION,2024-09-10 16:27:12,25.27캜,988.52hPa,47.24%,1.27,9.21,8.12,312.98kOhms,12.54,1774.68
,NO LOCATION,2024-09-10 16:27:13,25.61캜,988.61hPa,46.73%,1.24,8.89,8.3,312.26kOhms,12.02,1746.68
,NO LOCATION,2024-09-10 16:27:14,25.13캜,988.56hPa,47.72%,0.87,9.21,8.29,312.23kOhms,14.9,1725.83
,NO LOCATION,2024-09-10 16:27:15,25.52캜,988.69hPa,46.77%,1.09,9.53,8.6,310.94kOhms,17.45,1685.47
,NO LOCATION,2024-09-10 16:27:16,25.95캜,988.48hPa,47.76%,0.82,9.18,8.96,311.59kOhms,16.31,1661.81
,NO LOCATION,2024-09-10 16:27:17,26.09캜,988.53hPa,46.88%,1.24,9.65,9.45,312.02kOhms,16.25,1685.69
,NO LOCATION,2024-09-10 16:27:18,26.53캜,988.96hPa,46.7%,1.18,9.84,9.05,310.44kOhms,17.97,1707.34
,NO LOCATION,2024-09-10 16:27:19,26.56캜,988.64hPa,46.71%,1.44,9.72,9.05,310.08kOhms,13.99,1744.66
,NO LOCATION,2024-09-10 16:27:20,26.53캜,988.49hPa,46.38%,1.68,9.43,9.22,308.26kOhms,9.68,1764.22
,NO LOCATION,2024-09-10 16:27:21,26.6캜,988.41hPa,46.45%,1.5,9.28,8.82,308.38kOhms,10.42,1784.92
,NO LOCATION,2024-09-10 16:27:22,26.46캜,988.09hPa,46.19%,1.83,9.26,8.82,309.28kOhms,14.09,1762.39
,NO LOCATION,2024-09-10 16:27:23,26.31캜,988.45hPa,45.6%,1.37,9.13,8.92,309.1kOhms,13.43,1811.23
,NO LOCATION,2024-09-10 17:05:51,25.1캜,999.93hPa,60.96%,2.37,2.97,4.34,299.56kOhms,46.17,1019.41
,NO LOCATION,2024-09-10 17:05:52,25.25캜,999.58hPa,61.53%,2.41,2.76,3.9,299.07kOhms,42.59,977.46
,NO LOCATION,2024-09-10 17:05:53,24.75캜,999.27hPa,61.27%,2.51,2.66,3.91,297.7kOhms,37.75,1025.92
,NO LOCATION,2024-09-10 17:05:54,24.53캜,999.36hPa,62.11%,2.67,2.97,4.16,296.74kOhms,36.33,993.57
,NO LOCATION,2024-09-10 17:05:55,24.41캜,999.83hPa,62.8%,2.59,2.9,3.97,297.89kOhms,36.77,1000.58
,NO LOCATION,2024-09-10 17:05:56,24.25캜,1000.24hPa,62.05%,2.71,2.44,3.52,297.92kOhms,38.48,956.79
,NO LOCATION,2024-09-10 17:05:57,24.08캜,1000.09hPa,61.36%,2.99,2.62,3.94,298.85kOhms,36.12,992.0
,NO LOCATION,2024-09-10 17:05:58,23.61캜,999.77hPa,61.1%,2.53,2.45,3.66,300.3kOhms,33.61,964.13
,NO LOCATION,2024-09-10 17:05:59,23.78캜,999.27hPa,60.69%,2.67,2.91,3.67,302.1kOhms,29.7,980.83
,NO LOCATION,2024-09-10 17:06:00,23.59캜,999.67hPa,60.14%,2.87,2.45,3.72,300.18kOhms,31.41,1005.03
,NO LOCATION,2024-09-10 17:06:01,23.43캜,999.58hPa,59.51%,3.32,2.8,4.21,301.57kOhms,30.71,1000.71
,NO LOCATION,2024-09-10 17:06:02,23.07캜,999.24hPa,59.78%,2.99,2.74,4.03,299.92kOhms,34.21,1029.98
,NO LOCATION,2024-09-10 17:06:03,23.16캜,999.42hPa,60.25%,3.01,2.75,3.56,298.49kOhms,29.71,991.51
,NO LOCATION,2024-09-10 17:06:04,22.73캜,999.8hPa,60.77%,3.4,2.63,3.16,300.2kOhms,29.61,1014.97
,NO LOCATION,2024-09-10 17:06:05,22.34캜,999.49hPa,61.65%,3.27,2.87,3.64,301.98kOhms,31.81,991.31
,NO LOCATION,2024-09-10 17:06:06,22.25캜,999.67hPa,60.9%,3.01,2.62,3.61,302.15kOhms,31.15,975.9
,NO LOCATION,2024-09-10 17:06:07,22.07캜,999.54hPa,61.27%,3.13,2.99,3.27,300.63kOhms,32.98,947.78
,NO LOCATION,2024-09-10 17:06:08,22.32캜,999.12hPa,60.5%,3.29,3.39,3.68,301.19kOhms,36.52,952.96
,NO LOCATION,2024-09-10 17:06:09,21.82캜,999.04hPa,60.07%,3.02,3.87,3.94,301.52kOhms,40.61,999.05
,NO LOCATION,2024-09-10 17:06:10,21.55캜,999.07hPa,59.87%,3.49,3.66,3.8,302.73kOhms,36.52,1046.65
,NO LOCATION,2024-09-10 17:06:11,21.45캜,998.59hPa,59.18%,3.4,3.17,4.2,303.59kOhms,31.55,1003.97
,NO LOCATION,2024-09-10 17:06:12,21.04캜,998.57hPa,59.49%,3.75,2.72,4.19,303.2kOhms,34.33,987.96
,NO LOCATION,2024-09-10 17:06:13,21.51캜,998.14hPa,59.78%,3.54,2.8,3.96,302.77kOhms,32.52,947.47
,NO LOCATION,2024-09-10 17:06:14,21.43캜,997.73hPa,60.76%,3.05,2.64,3.78,304.13kOhms,29.81,996.46
,NO LOCATION,2024-09-10 17:06:15,21.44캜,997.6hPa,60.91%,3.06,2.66,3.65,302.45kOhms,27.69,1004.95
,NO LOCATION,2024-09-10 17:06:16,21.07캜,997.94hPa,60.43%,3.42,2.66,3.6,300.85kOhms,31.33,984.64
,NO LOCATION,2024-09-10 17:06:17,20.6캜,997.62hPa,61.27%,3.79,2.77,3.65,302.57kOhms,28.74,1032.0
,NO LOCATION,2024-09-10 17:06:18,20.29캜,997.38hPa,61.85%,3.59,2.71,3.62,303.46kOhms,33.3,1010.31
,NO LOCATION,2024-09-10 17:06:19,20.38캜,997.25hPa,61.87%,3.56,2.77,3.86,301.54kOhms,37.92,998.31
,NO LOCATION,2024-09-10 17:06:20,20.76캜,997.31hPa,62.05%,4.01,2.55,3.81,301.18kOhms,36.76,1012.79
,NO LOCATION,2024-09-10 17:06:21,20.53캜,997.77hPa,62.68%,4.34,2.92,3.94,302.62kOhms,35.56,1012.07
,NO LOCATION,2024-09-10 17:06:22,20.12캜,997.65hPa,62.94%,4.79,2.83,3.98,301.67kOhms,31.5,1021.11
,NO LOCATION,2024-09-10 17:06:23,20.0캜,998.06hPa,62.58%,4.67,2.92,4.25,302.13kOhms,29.12,1066.17
,NO LOCATION,2024-09-10 17:06:24,20.0캜,997.82hPa,63.48%,4.63,3.23,4.08,301.25kOhms,25.51,1101.12
,NO LOCATION,2024-09-10 17:06:25,20.15캜,997.36hPa,63.21%,4.19,3.48,3.77,302.0kOhms,25.26,1107.94
,NO LOCATION,2024-09-10 17:06:26,20.46캜,997.06hPa,62.44%,3.9,3.87,4.25,303.53kOhms,20.99,1076.52
,NO LOCATION,2024-09-10 17:06:27,20.44캜,996.75hPa,63.0%,3.77,3.74,3.98,303.6kOhms,25.51,1096.07
,NO LOCATION,2024-09-10 17:06:28,20.33캜,996.27hPa,63.85%,3.78,3.76,4.4,304.93kOhms,30.3,1118.35
,NO LOCATION,2024-09-10 17:06:29,20.0캜,996.55hPa,64.04%,3.8,4.02,4.01,305.41kOhms,33.72,1127.45
,NO LOCATION,2024-09-10 17:06:30,20.0캜,996.83hPa,63.84%,3.32,4.34,4.29,306.95kOhms,37.19,1108.17
,NO LOCATION,2024-09-10 17:06:31,20.11캜,996.8hPa,64.11%,3.06,4.84,3.86,308.4kOhms,32.39,1074.06
,NO LOCATION,2024-09-10 17:06:32,20.0캜,996.75hPa,65.02%,2.91,4.97,3.9,308.9kOhms,30.82,1040.07
,NO LOCATION,2024-09-10 17:06:33,20.03캜,996.36hPa,65.28%,2.7,4.96,3.75,309.02kOhms,28.98,1069.74
,NO LOCATION,2024-09-10 17:06:34,20.0캜,996.25hPa,64.43%,3.01,4.84,3.65,310.9kOhms,33.75,1108.84
,NO LOCATION,2024-09-10 17:06:35,20.23캜,995.81hPa,64.79%,3.49,5.08,3.84,312.79kOhms,29.26,1135.62
,NO LOCATION,2024-09-10 17:06:36,20.0캜,995.53hPa,64.8%,3.77,4.91,3.45,314.0kOhms,33.19,1179.78
,NO LOCATION,2024-09-10 17:06:37,20.01캜,995.22hPa,63.9%,4.08,5.41,3.87,315.43kOhms,32.24,1178.55
,NO LOCATION,2024-09-10 17:06:38,20.0캜,995.54hPa,63.69%,3.71,5.56,3.64,316.35kOhms,36.74,1200.76
,NO LOCATION,2024-09-10 17:06:39,20.0캜,995.74hPa,64.65%,3.86,5.5,3.78,314.35kOhms,38.16,1155.89
,NO LOCATION,2024-09-10 17:06:40,20.36캜,996.07hPa,65.12%,3.9,5.63,4.22,315.04kOhms,34.05,1140.16
,NO LOCATION,2024-09-10 17:06:41,20.61캜,995.66hPa,65.08%,3.41,5.51,4.22,313.76kOhms,29.12,1103.63
,NO LOCATION,2024-09-10 17:06:42,20.77캜,995.95hPa,65.04%,3.7,5.07,4.36,311.83kOhms,31.01,1147.77
,NO LOCATION,2024-09-10 17:06:43,21.01캜,996.27hPa,65.58%,3.52,4.77,4.52,312.73kOhms,27.19,1183.2
,NO LOCATION,2024-09-10 17:06:44,21.32캜,996.75hPa,64.76%,3.74,4.71,4.21,312.76kOhms,25.89,1180.24
,NO LOCATION,2024-09-10 17:06:45,21.21캜,996.64hPa,64.15%,3.31,4.85,3.92,312.59kOhms,23.66,1224.17
,NO LOCATION,2024-09-10 17:06:46,21.43캜,996.51hPa,64.0%,2.98,4.4,3.58,313.46kOhms,22.79,1262.56
,NO LOCATION,2024-09-10 17:06:47,21.12캜,996.13hPa,64.79%,2.69,4.44,3.97,315.03kOhms,19.46,1278.39
,NO LOCATION,2024-09-10 17:06:48,21.03캜,996.08hPa,64.89%,3.18,4.56,4.03,313.49kOhms,14.9,1294.25
,NO LOCATION,2024-09-10 17:06:49,21.34캜,996.28hPa,64.03%,3.49,4.35,4.0,314.07kOhms,11.67,1291.56
,NO LOCATION,2024-09-10 17:06:50,21.47캜,996.63hPa,64.29%,3.54,3.86,4.34,313.61kOhms,15.4,1341.41
